"","square_meters","bathrooms_number","lift","rooms_number","other_features","availability","condominium_fees","year_of_construction","conditions","floor","heating_centralized","selling_price","binary_car_parking","Macro_zone","score_feature"
"156",62,"1","no","2","electric gate | optic fiber | video entryphone | security door | single tv system | shared garden | window frames in double glass / wood | double exposure","unknown",216,2023,"new / under construction",0,"independent",185000,"no","Esterno",8.726
"157",120,"2","yes","4","balcony | centralized tv system | cellar","available",160,1965,"to be refurbished",4,"central",475000,"yes","Esterno",1.393
"159",205,"3","yes","5","optic fiber | video entryphone | security door | full day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / wood | double exposure","available",316,1976,"excellent / refurbished",1,"central",1445000,"no","Circonvalla",8.926
"162",90,"1","yes","3","reception | kitchen | shared garden | window frames in glass / wood | exposure south, east","available",3,1970,"to be refurbished",0.5,"central",270000,"no","Esterno",18.677
"163",55,"1","yes","2","electric gate | optic fiber | security door | internal exposure | centralized tv system | furnished | shared garden | window frames in double glass / wood","available",89,1968,"good condition / liveable",0.5,"central",320000,"no","Esterno",7.494
"164",120,"2","yes","4","security door | balcony | terrace | single tv system | furnished | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",89,1970,"excellent / refurbished",2,"central",390000,"yes","Esterno",9.667
"166",97,"1","no","2","electric gate | optic fiber | security door | internal exposure | terrace | centralized tv system | window frames in double glass / pvc","available",323,1950,"excellent / refurbished",1,"independent",365000,"no","Esterno",6.558
"167",150,"2","no","3","electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | terrace | full day concierge | centralized tv system | partially furnished | shared garden | window frames in double glass / metal","not available yet",165,1950,"excellent / refurbished",0.5,"central",690000,"no","Esterno",12.726
"168",150,"2","yes","4","electric gate | optic fiber | video entryphone | security door | closet | balcony | terrace | full day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / metal | double exposure","available",165,1970,"good condition / liveable",4,"central",579000,"yes","Esterno",13.098
"169",80,"1","yes","2","electric gate | security door | internal exposure | terrace | half-day concierge | centralized tv system | cellar | shared garden | window frames in double glass / wood","available",319,2000,"excellent / refurbished",4,"independent",285000,"yes","Esterno",9.619
"171",70,"1","yes","3","optic fiber | video entryphone | security door | closet | terrace | full day concierge | centralized tv system | furnished | window frames in double glass / pvcdouble exposure","available",3,1930,"good condition / liveable",5,"independent",6e+05,"no","Circonvalla",8.923
"172",124,"2","yes","3","electric gate | optic fiber | security door | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in glass / wood | double exposure","available",176,1960,"to be refurbished",5,"central",840000,"no","Esterno",8.17
"173",100,"2","no","3","electric gate | optic fiber | security door | closet | centralized tv system | cellar | shared garden | window frames in glass / wood | double exposure","available",67,1900,"excellent / refurbished",3,"independent",620000,"no","Circonvalla",8.037
"174",50,"1","yes","2","electric gate | optic fiber | security door | internal exposure | balcony | terrace | half-day concierge | centralized tv system | cellar | window frames in double glass / pvc","available",71,1970,"excellent / refurbished",3,"central",289000,"no","Esterno",9.599
"175",65,"1","yes","2","electric gate | security door | balcony | full day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",89,1965,"good condition / liveable",0.5,"central",155000,"no","Esterno",7.843
"176",110,"2","yes","3","electric gate | optic fiber | video entryphone | alarm system | security door | terrace | full day concierge | centralized tv system | cellar | window frames in double glass / pvcdouble exposure","available",89,2023,"new / under construction",2,"central",795000,"yes","Circonvalla",8.896
"177",165,"3","yes","3","optic fiber | alarm system | internal exposure | half-day concierge | centralized tv system | partially furnished | window frames in double glass / pvc","available",231,1930,"good condition / liveable",0,"central",790000,"no","Circonvalla",9.347
"178",45,"1","yes","2","optic fiber | external exposure | full day concierge | centralized tv system | shared garden","available",35,1970,"excellent / refurbished",8,"central",248000,"no","Esterno",4.387
"179",45,"1","yes","2","optic fiber | security door | single tv system | partially furnished | cellar | window frames in double glass / pvcdouble exposure","available",3,1930,"to be refurbished",1,"independent",165000,"no","Esterno",7.435
"181",134,"1","yes","4","optic fiber | video entryphone | security door | closet | balcony | centralized tv system | furnished | cellar | window frames in double glass / pvcdouble exposure","unknown",206,1960,"excellent / refurbished",6,"central",679000,"no","Esterno",7.449
"182",83,"1","yes","2","electric gate | optic fiber | video entryphone | alarm system | security door | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / wood | double exposure","available",89,1967,"good condition / liveable",2,"central",330000,"no","Esterno",9.991
"183",106,"2","yes","4","electric gate | tavern | video entryphone | security door | balcony | terrace | centralized tv system | cellar | shared garden | window frames in double glass / metal | double exposure","available",36,1989,"good condition / liveable",0.5,"independent",313000,"yes","Esterno",12.449
"184",200,"3","yes","4","electric gate | optic fiber | video entryphone | security door | balcony | centralized tv system | window frames in double glass / pvcdouble exposure","available",296,1920,"excellent / refurbished",4,"central",1300000,"no","Esterno",4.793
"185",70,"2","no","3","optic fiber | video entryphone | security door | centralized tv system | window frames in double glass / pvcdouble exposure","available",257,1950,"excellent / refurbished",-0.5,"independent",260000,"no","Esterno",3.484
"186",90,"1","yes","3","optic fiber | security door | balcony | full day concierge | centralized tv system | furnished | window frames in glass / wood | double exposure","available",73,1920,"excellent / refurbished",5,"independent",820000,"no","Centro_Storico",7.536
"187",45,"1","no","2","optic fiber | security door | external exposure | balcony | centralized tv system | partially furnished | cellar | window frames in double glass / pvc","available",295,1950,"excellent / refurbished",1,"central",299000,"no","Circonvalla",7.312
"188",110,"1","yes","3","electric gate | optic fiber | video entryphone | security door | balcony | half-day concierge | centralized tv system | window frames in double glass / pvcdouble exposure","unknown",145,1965,"good condition / liveable",3,"central",420000,"yes","Esterno",6.78
"189",70,"1","no","3","electric gate | security door | external exposure | closet | balcony | half-day concierge | centralized tv system | partially furnished | window frames in double glass / pvc","available",13,1965,"excellent / refurbished",5,"central",350000,"no","Esterno",10.524
"190",96,"1","yes","3","electric gate | video entryphone | security door | balcony | half-day concierge | centralized tv system | cellar | shared garden | window frames in double glass / wood | double exposure","available",141,1970,"good condition / liveable",8,"central",290000,"no","Esterno",9.04
